Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Terracotta
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Hay Bale
appliedenergistics2:facade:0, Cable Facade - Terracotta
appliedenergistics2:facade:0, Cable Facade - Block of Coal
appliedenergistics2:facade:0, Cable Facade - Packed Ice
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Pillar
appliedenergistics2:facade:0, Cable Facade - End Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Magma Block
appliedenergistics2:facade:0, Cable Facade - Nether Wart Block
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Observer
appliedenergistics2:facade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - White Concrete
appliedenergistics2:facade:0, Cable Facade - Orange Concrete
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete
appliedenergistics2:facade:0, Cable Facade - Lime Concrete
appliedenergistics2:facade:0, Cable Facade - Pink Concrete
appliedenergistics2:facade:0, Cable Facade - Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete
appliedenergistics2:facade:0, Cable Facade - Purple Concrete
appliedenergistics2:facade:0, Cable Facade - Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Brown Concrete
appliedenergistics2:facade:0, Cable Facade - Green Concrete
appliedenergistics2:facade:0, Cable Facade - Red Concrete
appliedenergistics2:facade:0, Cable Facade - Black Concrete
appliedenergistics2:facade:0, Cable Facade - White Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Orange Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Lime Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Pink Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Purple Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Brown Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Green Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Red Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Black Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Uranium Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Stone
appliedenergistics2:facade:0, Cable Facade - Basic Machine Casing
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Casing
appliedenergistics2:facade:0, Cable Facade - Reactor Pressure Vessel
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Rubber Wood
appliedenergistics2:facade:0, Cable Facade - Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Scaffold
appliedenergistics2:facade:0, Cable Facade - Iron Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Iron Scaffold
appliedenergistics2:facade:0, Cable Facade - Construction Foam
appliedenergistics2:facade:0, Cable Facade - Reinforced Construction Foam
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Black)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Blue)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Brown)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Cyan)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Gray)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Green)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Light Blue)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Light Gray)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Lime)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Magenta)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Orange)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Pink)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Purple)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Red)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (White)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Yellow)
appliedenergistics2:facade:0, Cable Facade - Refractory Bricks
appliedenergistics2:facade:0, Cable Facade - Bog Earth
appliedenergistics2:facade:0, Cable Facade - Humus
appliedenergistics2:facade:0, Cable Facade - Apatite Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Block of Apatite
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Ash Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Wood Pile
appliedenergistics2:facade:0, Cable Facade - Decorative Wood Pile
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Loam
appliedenergistics2:facade:0, Cable Facade - Greenhouse Block
appliedenergistics2:facade:0, Cable Facade - Greenhouse Energy Distributor
appliedenergistics2:facade:0, Cable Facade - Greenhouse Control
appliedenergistics2:facade:0, Cable Facade - Greenhouse Screen
appliedenergistics2:facade:0, Cable Facade - Greenhouse Hygroregulator
appliedenergistics2:facade:0, Cable Facade - Greenhouse Heater
appliedenergistics2:facade:0, Cable Facade - Greenhouse Fan
appliedenergistics2:facade:0, Cable Facade - Greenhouse Humidifier
appliedenergistics2:facade:0, Cable Facade - Greenhouse Dehumidifier
appliedenergistics2:facade:0, Cable Facade - Larch Wood
appliedenergistics2:facade:0, Cable Facade - Teak Wood
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Lime Wood
appliedenergistics2:facade:0, Cable Facade - Chestnut Wood
appliedenergistics2:facade:0, Cable Facade - Wenge Wood
appliedenergistics2:facade:0, Cable Facade - Baobab Wood
appliedenergistics2:facade:0, Cable Facade - Sequoia Wood
appliedenergistics2:facade:0, Cable Facade - Kapok Wood
appliedenergistics2:facade:0, Cable Facade - Ebony Wood
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood
appliedenergistics2:facade:0, Cable Facade - Balsa Wood
appliedenergistics2:facade:0, Cable Facade - Willow Wood
appliedenergistics2:facade:0, Cable Facade - Walnut Wood
appliedenergistics2:facade:0, Cable Facade - Greenheart Wood
appliedenergistics2:facade:0, Cable Facade - Cherry Wood
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood
appliedenergistics2:facade:0, Cable Facade - Poplar Wood
appliedenergistics2:facade:0, Cable Facade - Palm Wood
appliedenergistics2:facade:0, Cable Facade - Papaya Wood
appliedenergistics2:facade:0, Cable Facade - Pine Wood
appliedenergistics2:facade:0, Cable Facade - Plum Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Citrus Wood
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Wood
appliedenergistics2:facade:0, Cable Facade - Ipe Wood
appliedenergistics2:facade:0, Cable Facade - Padauk Wood
appliedenergistics2:facade:0, Cable Facade - Cocobolo Wood
appliedenergistics2:facade:0, Cable Facade - Zebrawood Wood
appliedenergistics2:facade:0, Cable Facade - Larch Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Teak Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Lime Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Chestnut Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Wenge Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Baobab Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Sequoia Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Kapok Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ebony Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Balsa Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Willow Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Walnut Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Greenheart Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cherry Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Poplar Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Palm Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Papaya Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Pine Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Plum Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Maple Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Citrus Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ipe Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Padauk Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cocobolo Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Zebrawood Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Oak Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Spruce Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Birch Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Jungle Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Acacia Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Teak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Lime Wood Planks
appliedenergistics2:facade:0, Cable Facade - Chestnut Wood Planks
appliedenergistics2:facade:0, Cable Facade - Wenge Wood Planks
appliedenergistics2:facade:0, Cable Facade - Baobab Wood Planks
appliedenergistics2:facade:0, Cable Facade - Sequoia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Kapok Wood Planks
appliedenergistics2:facade:0, Cable Facade - Ebony Wood Planks
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood Planks
appliedenergistics2:facade:0, Cable Facade - Balsa Wood Planks
appliedenergistics2:facade:0, Cable Facade - Willow Wood Planks
appliedenergistics2:facade:0, Cable Facade - Walnut Wood Planks
appliedenergistics2:facade:0, Cable Facade - Greenheart Wood Planks
appliedenergistics2:facade:0, Cable Facade - Cherry Wood Planks
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood Planks
appliedenergistics2:facade:0, Cable Facade - Poplar Wood Planks
appliedenergistics2:facade:0, Cable Facade - Palm Wood Planks
appliedenergistics2:facade:0, Cable Facade - Papaya Wood Planks
appliedenergistics2:facade:0, Cable Facade - Pine Wood Planks
appliedenergistics2:facade:0, Cable Facade - Plum Wood Planks
appliedenergistics2:facade:0, Cable Facade - Maple Wood Planks
appliedenergistics2:facade:0, Cable Facade - Citrus Wood Planks
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Ipe Wood Planks
appliedenergistics2:facade:0, Cable Facade - Padauk Wood Planks
appliedenergistics2:facade:0, Cable Facade - Cocobolo Wood Planks
appliedenergistics2:facade:0, Cable Facade - Zebrawood Wood Planks
appliedenergistics2:facade:0, Cable Facade - Larch Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Teak Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Lime Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Chestnut Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Wenge Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Baobab Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Sequoia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Kapok Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ebony Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Balsa Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Willow Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Walnut Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Greenheart Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cherry Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Poplar Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Palm Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Papaya Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Pine Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Plum Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Maple Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Citrus Wood Planks (Fireproof)
